created,type,artist,timestamp,shabadID,verseID,description,link,matched_verse
1717122235,HeeraRattan,Bhai Mohinder Singh Ji SDO,00:24:37,495,6927,saahu hamaaraa too(n) dhanee jaisee too(n) raas dhehi. taisee ham leh ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/004 Bhai Mohinder Singh.ji SDO Calagary 1989 (heeraRattan).mp3,ਸਾਹੁ ਹਮਾਰਾ ਤੂੰ ਧਣੀ ਜੈਸੀ ਤੂੰ ਰਾਸਿ ਦੇਹਿ ਤੈਸੀ ਹਮ ਲੇਹਿ ॥
1717158195,HeeraRattan,Bhai Mohinder Singh Ji SDO,00:33:21,3832,46589,eisak muhabat naanakaa lekhaa karate paas ||1||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/004 Bhai Mohinder Singh.ji SDO Calagary 1989 (heeraRattan).mp3,ਇਸਕ ਮੁਹਬਤਿ ਨਾਨਕਾ ਲੇਖਾ ਕਰਤੇ ਪਾਸਿ ॥੧॥
1717158312,HeeraRattan,Bhai Mohinder Singh Ji SDO,00:34:49,4344,52291,ਧਨਵੰਤ ਨਾਮ ਕੇ ਵਣਜਾਰੇ ॥,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/004 Bhai Mohinder Singh.ji SDO Calagary 1989 (heeraRattan).mp3,ਧਨਵੰਤ ਨਾਮ ਕੇ ਵਣਜਾਰੇ ॥
1717158685,HeeraRattan,Bhai Mohinder Singh Ji SDO,00:40:30,243,3553,ਤਿਚਰੁ ਮੂਲਿ. ਨ ਥੁੜਂੀਦੋ ਜਿਚਰੁ ਆਪਿ ਕ੍ਰਿਪਾਲੁ ॥ tichar mooli. na thuRa(n)eedho jichar aap kirapaal || ਸਬਦੁ ਅਖੁਟੁ. ਬਾਬਾ ਨਾਨਕਾ ਖਾਹਿ ਖਰਚਿ ਧਨੁ ਮਾਲੁ ॥੨੦॥,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/004 Bhai Mohinder Singh.ji SDO Calagary 1989 (heeraRattan).mp3,ਜਿਨ ਕਉ ਹੋਆ ਕ੍ਰਿਪਾਲੁ ਹਰਿ ਸੇ ਸਤਿਗੁਰ ਪੈਰੀ ਪਾਹੀ ॥
1717158778,HeeraRattan,Bhai Mohinder Singh Ji SDO,00:41:20,,,jaa too. merai val hai taa kiaa muhachha(n)dhaa ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/004 Bhai Mohinder Singh.ji SDO Calagary 1989 (heeraRattan).mp3,
1717173792,HeeraRattan,Bhai Mohinder Singh Ji SDO,00:43:04,4491,53439,naanaka. jeevadhaa purakh dhiaaiaa amaraa padh hoiee ||25||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/004 Bhai Mohinder Singh.ji SDO Calagary 1989 (heeraRattan).mp3,ਨਾਨਕ ਜੀਵਦਾ ਪੁਰਖੁ ਧਿਆਇਆ ਅਮਰਾ ਪਦੁ ਹੋਈ ॥੨੫॥
1717173867,HeeraRattan,Bhai Mohinder Singh Ji SDO,00:43:50,,,sabadh akhuTu. baabaa naanakaa khaeh kharach dhan maal ||20||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/004 Bhai Mohinder Singh.ji SDO Calagary 1989 (heeraRattan).mp3,
1717173922,HeeraRattan,Bhai Mohinder Singh Ji SDO,00:44:02,,,sabadh gur peeraa. gahir ga(n)bheeraa bin sabadhai. jag bauraana(n) ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/004 Bhai Mohinder Singh.ji SDO Calagary 1989 (heeraRattan).mp3,
1717173983,HeeraRattan,Bhai Mohinder Singh Ji SDO,00:44:02,2905,33125,too Thaakuro bairaagaro mai jehee ghan cheree raam ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/004 Bhai Mohinder Singh.ji SDO Calagary 1989 (heeraRattan).mp3,ਤੂ ਠਾਕੁਰੋ ਬੈਰਾਗਰੋ ਮੈ ਜੇਹੀ ਘਣ ਚੇਰੀ ਰਾਮ ॥
1717174607,HeeraRattan,Bhai Mohinder Singh Ji SDO,00:54:20,245,3558,kaahe man too ddolataa har manasaa pooranahaar ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/004 Bhai Mohinder Singh.ji SDO Calagary 1989 (heeraRattan).mp3,ਮਃ ੫ ॥
1717175021,HeeraRattan,Bhai Mohinder Singh Ji SDO,00:55:23,5473,59606,"hariba(n)s jagat jas sa(n)charayeau su kavan kahai, sree gur muyau ||1||",https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/004 Bhai Mohinder Singh.ji SDO Calagary 1989 (heeraRattan).mp3,ਹਰਿਬੰਸ ਜਗਤਿ ਜਸੁ ਸੰਚਰੵਉ ਸੁ ਕਵਣੁ ਕਹੈ ਸ੍ਰੀ ਗੁਰੁ ਮੁਯਉ ॥੧॥
1717175080,HeeraRattan,Bhai Mohinder Singh Ji SDO,00:55:35,2875,32421,satigur meraa sadhaa sadhaa naa aavai. naa jai ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/004 Bhai Mohinder Singh.ji SDO Calagary 1989 (heeraRattan).mp3,ਸਤਿਗੁਰੁ ਮੇਰਾ ਸਦਾ ਸਦਾ ਨਾ ਆਵੈ ਨ ਜਾਇ ॥
1717175211,HeeraRattan,Bhai Mohinder Singh Ji SDO,00:57:17,7424,75021,piratham bhagauatee simar kai gur naanak liee(n) dhiaai ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/004 Bhai Mohinder Singh.ji SDO Calagary 1989 (heeraRattan).mp3,ਸ੍ਰੀ ਭਗਉਤੀ ਜੀ ਸਹਾਇ ॥
1717175375,HeeraRattan,Bhai Mohinder Singh Ji SDO,00:59:28,,,gagaa. gobidh gun ravahu saas saas jap neet ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/004 Bhai Mohinder Singh.ji SDO Calagary 1989 (heeraRattan).mp3,
1717176537,HeeraRattan,Bhai Mohinder Singh Ji SDO,01:03:50,854,11388,saadhoo kee man oT gahu ukat siaanap tiaag ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/004 Bhai Mohinder Singh.ji SDO Calagary 1989 (heeraRattan).mp3,ਸਾਧੂ ਕੀ ਮਨ ਓਟ ਗਹੁ ਉਕਤਿ ਸਿਆਨਪ ਤਿਆਗੁ ॥
1717177236,HeeraRattan,Bhai Mohinder Singh Ji SDO,01:12:15,4764,56005,dhaasan dhaasaa hoi rahu haumai bikhiaa maar ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/004 Bhai Mohinder Singh.ji SDO Calagary 1989 (heeraRattan).mp3,ਦਾਸਨ ਦਾਸਾ ਹੋਇ ਰਹੁ ਹਉਮੈ ਬਿਖਿਆ ਮਾਰਿ ॥
1717178372,HeeraRattan,Bhai Mohinder Singh Ji SDO,01:13:14,4764,56001,"kaanaRe kee, vaar mahalaa chauthhaa, moose kee vaar kee dhunee ||",https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/004 Bhai Mohinder Singh.ji SDO Calagary 1989 (heeraRattan).mp3,ਕਾਨੜੇ ਕੀ ਵਾਰ ਮਹਲਾ ੪ ਮੂਸੇ ਕੀ ਵਾਰ ਕੀ ਧੁਨੀ
1717211966,ikirtan_SDO,Bhai Mohinder Singh Ji SDO,00:00:51,4729,55640,aanadh ra(n)g binodh hamaarai ||,https://www.ikirtan.com//Bhai_Mohinder_Singh_Jee_SDO/Bhaaee Mohinder Singh (Aanad rang binod hamaarai).mp3,ਆਨਦ ਰੰਗ ਬਿਨੋਦ ਹਮਾਰੈ ॥
1717212219,ikirtan_SDO,Bhai Mohinder Singh Ji SDO,00:09:33,722,9967,ਮਗਨ ਭਏ ਊਹਾ ਸੰਗਿ ਮਾਤੇ ਓਤਿ ਪੋਤਿ ਲਪਟਾਈ ॥੧॥,https://www.ikirtan.com//Bhai_Mohinder_Singh_Jee_SDO/Bhaaee Mohinder Singh (Aanad rang binod hamaarai).mp3,ਮਨਮੁਖ ਅੰਧ ਰਹੇ ਲਪਟਾਈ ॥
1717212514,ikirtan_SDO,Bhai Mohinder Singh Ji SDO,00:17:54,3093,34882,satigur sabadhi. ujaaro dheepaa ||,https://www.ikirtan.com//Bhai_Mohinder_Singh_Jee_SDO/Bhaaee Mohinder Singh (Aanad rang binod hamaarai).mp3,ਸਤਿਗੁਰ ਸਬਦਿ ਉਜਾਰੋ ਦੀਪਾ ॥
1717430612,HeeraRattan,Bhai Mohinder Singh Ji SDO,01:19:05,736,10361,har siau jurai ta sabh ko meet ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/004 Bhai Mohinder Singh.ji SDO Calagary 1989 (heeraRattan).mp3,ਹਰਿ ਸਿਉ ਜੁਰੈ ਤ ਸਭੁ ਕੋ ਮੀਤੁ ॥
1717433857,HeeraRattan,Bhai Mohinder Singh Ji SDO,01:25:33,4433,53077,"eik aakh aakhahi, sabadh bhaakheh aradh uradh dhin raat ||",https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/004 Bhai Mohinder Singh.ji SDO Calagary 1989 (heeraRattan).mp3,ਇਕਿ ਆਖਿ ਆਖਹਿ ਸਬਦੁ ਭਾਖਹਿ ਅਰਧ ਉਰਧ ਦਿਨੁ ਰਾਤਿ ॥
1717434778,HeeraRattan,Bhai Mohinder Singh Ji SDO,01:28:01,32,313,lakh lakh geRaa aakhe'eeh ek naam jagadhees ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/004 Bhai Mohinder Singh.ji SDO Calagary 1989 (heeraRattan).mp3,ਲਖੁ ਲਖੁ ਗੇੜਾ ਆਖੀਅਹਿ ਏਕੁ ਨਾਮੁ ਜਗਦੀਸ ॥
1717434950,HeeraRattan,Bhai Mohinder Singh Ji SDO,01:29:17,,,"har japadhiaa khin ddila. na keejiee, meree ji(n)dhuRe'e mat k jaapai. saahu aavai k na aavai. raam ||",https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/004 Bhai Mohinder Singh.ji SDO Calagary 1989 (heeraRattan).mp3,
1717435067,HeeraRattan,Bhai Mohinder Singh Ji SDO,01:30:47,1619,19311,sachee teree kaar dheh dhiaal too(n) ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/004 Bhai Mohinder Singh.ji SDO Calagary 1989 (heeraRattan).mp3,ਸਚੀ ਤੇਰੀ ਕਾਰ ਦੇਹਿ ਦਇਆਲ ਤੂੰ ॥
1717435266,HeeraRattan,Bhai Mohinder Singh Ji SDO,01:32:55,,,"aakhahi. ma(n)gahi, dheh dheh dhaat kare dhaataar ||",https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/004 Bhai Mohinder Singh.ji SDO Calagary 1989 (heeraRattan).mp3,
1717435605,HeeraRattan,Bhai Mohinder Singh Ji SDO,01:37:34,205,3314,raaj maal roop jaat joban pa(n)je Thag ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_heeraRattan/004 Bhai Mohinder Singh.ji SDO Calagary 1989 (heeraRattan).mp3,ਦੀਦਾਰੁ ਪੂਰੇ ਪਾਇਸਾ ਥਾਉ ਨਾਹੀ ਖਾਇਕਾ ॥੨॥
1717602411,aisakirtan_SDO,Bhai Mohinder Singh Ji SDO,00:00:00,,,aae sa(n)t paraahune keeratan hoaa rain sabaiee |,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/aisa_keertan/Aae Sant Paraahonai.mp3,
1717602547,aisakirtan_SDO,Bhai Mohinder Singh Ji SDO,00:00:21,492,6884,"ਭੂਖੇ ਖਾਵਤ, ਲਾਜ. ਨ ਆਵੈ ॥",https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/aisa_keertan/Aae Sant Paraahonai.mp3,ਭੂਖੇ ਪ੍ਰੀਤਿ ਹੋਵੈ ਅੰਨੁ ਖਾਇ ॥
1717780489,ikirtan_SDO,Bhai Mohinder Singh Ji SDO,00:19:53,3662,42249,"ਕੋਈ ਆਖੈ ਭੂਤਨਾ ਕੋ ਕਹੈ ਬੇਤਾਲਾ ॥ koiee aakhai bhootanaa ko kahai betaalaa || Some call him a ghost; some say that he is a demon. ਕੋਈ ਆਖੈ ਆਦਮੀ ਨਾਨਕੁ ਵੇਚਾਰਾ ॥੧॥ koiee aakhai aadhamee naanak vechaaraa ||1|| Some call him a mere mortal; O, poor Nanak! ||1||",https://www.ikirtan.com//Bhai_Mohinder_Singh_Jee_SDO/Bhaaee Mohinder Singh (Aanad rang binod hamaarai).mp3,ਕੋਈ ਆਖੈ ਭੂਤਨਾ ਕੋ ਕਹੈ ਬੇਤਾਲਾ ॥
1717780869,ikirtan_SDO,Bhai Mohinder Singh Ji SDO,00:25:29,202,3301,Sri guru Nanak japyo sahi ਵਾਹਿਗੁਰੂ ਵਾਹਿਗੁਰੂ japho praiyo vaahu vaahu karatee rasanaa sabadh suhaiee ||,https://www.ikirtan.com//Bhai_Mohinder_Singh_Jee_SDO/Bhaaee Mohinder Singh (Aanad rang binod hamaarai).mp3,ਸਹ ਦੇਖੇ ਬਿਨੁ ਪ੍ਰੀਤਿ ਨ ਊਪਜੈ ਅੰਧਾ ਕਿਆ ਕਰੇਇ ॥
1717966522,ikirtan_SDO,Bhai Mohinder Singh Ji SDO,00:43:12,1925,22901,vaahu vaahu karahi. se jan sohane har tin(h) kai sa(n)g milai ||,https://www.ikirtan.com//Bhai_Mohinder_Singh_Jee_SDO/Bhaaee Mohinder Singh (Aanad rang binod hamaarai).mp3,ਵਾਹੁ ਵਾਹੁ ਕਰਹਿ ਸੇ ਜਨ ਸੋਹਣੇ ਹਰਿ ਤਿਨੑ ਕੈ ਸੰਗਿ ਮਿਲਾਇ ॥
1719467746,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:22:19,1680,20632,bhi(n)nee rainaReeaai chaamakan taare ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/061 MGA SDO 1061 Track No 1.m4a,ਭਿੰਨੀ ਰੈਨੜੀਐ ਚਾਮਕਨਿ ਤਾਰੇ ॥
1719467864,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:00,314,4312,"ਦਿਨੁ ਰੈਣਿ ਸੁਹਾਵੜੀ ਆਈ ਸਿਮਰਤ ਨਾਮੁ ਹਰੇ ॥ dhin rain suhaavaRee aaiee simarat naam hare || Day and night, become beauteous by remembering the Naam, the Name of the Lord. ਚਰਣ ਕਮਲ ਸੰਗਿ ਪ੍ਰੀਤਿ ਕਲਮਲ ਪਾਪ ਟਰੇ ॥ charan kamal sa(n)g preet kalamal paap Tare || In love with the Lord's Lotus Feet, corruption and sin depart. ਦੂਖ ਭੂਖ ਦਾਰਿਦ੍ਰ ਨਾਠੇ ਪ੍ਰਗਟੁ ਮਗੁ ਦਿਖਾਇਆ ॥ dhookh bhookh dhaaridhr naaThe pragaT mag dhikhaiaa || Pain, hunger and poverty run away, and the path is clearly revealed. ਮਿਲਿ ਸਾਧਸੰਗੇ ਨਾਮ ਰੰਗੇ ਮਨਿ ਲੋੜੀਦਾ ਪਾਇਆ ॥ mil saadhasa(n)ge naam ra(n)ge man loReedhaa paiaa || Joining the Saadh Sangat, the Company of the Holy, one is attuned to the Naam, and obtains the desires of the mind. ਹਰਿ ਦੇਖਿ ਦਰਸਨੁ ਇਛ ਪੁੰਨੀ ਕੁਲ ਸੰਬੂਹਾ ਸਭਿ ਤਰੇ ॥ har dhekh dharasan ichh pu(n)nee kul sa(n)boohaa sabh tare || Beholding the Blessed Vision of the Lord's Darshan, desires are fulfilled; all one's family and relatives are saved. ਦਿਨਸੁ ਰੈਣਿ ਅਨੰਦ ਅਨਦਿਨੁ ਸਿਮਰੰਤ ਨਾਨਕ ਹਰਿ ਹਰੇ ॥੪॥੬॥੯॥",https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/062 MGA SDO 1061 Track No 2.m4a,ਰੈਣਿ ਸੁਹਾਵੜੀ ਦਿਨਸੁ ਸੁਹੇਲਾ ॥
1719468350,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:00,2400,27445,maiee. man mero bas naeh ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/063 MGA SDO 1061 Track No 3.m4a,ਮਾਈ ਮਨੁ ਮੇਰੋ ਬਸਿ ਨਾਹਿ ॥
1719468422,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:08:18,,,ਪੀਵਹੁ ਪਾਹੁਲ ਖੰਡੇਧਾਰ ਹੋਇ ਜਨਮ ਸੁਹੇਲਾ ।,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/063 MGA SDO 1061 Track No 3.m4a,
1719468545,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:12:21,202,3299,manmukh ma(n)n ajit hai dhoojai lagai jai ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/063 MGA SDO 1061 Track No 3.m4a,ਹੋਰੁ ਬਿਰਹਾ ਸਭ ਧਾਤੁ ਹੈ ਜਬ ਲਗੁ ਸਾਹਿਬ ਪ੍ਰੀਤਿ ਨ ਹੋਇ ॥
1719468768,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:22:27,3260,37049,kuT kuT man kasavaTee laavai ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/063 MGA SDO 1061 Track No 3.m4a,ਕੁਟਿ ਕੁਟਿ ਮਨੁ ਕਸਵਟੀ ਲਾਵੈ ॥
1719468835,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:25:15,3822,46532,Fight mind parkaran track. giaaneeaa kaa ih mahat hai man maeh samaanaa ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/063 MGA SDO 1061 Track No 3.m4a,ਗਿਆਨੀਆ ਕਾ ਇਹੁ ਮਹਤੁ ਹੈ ਮਨ ਮਾਹਿ ਸਮਾਨਾ ॥
1719468852,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:00,2538,28781,gurbaanee sun mail gavaae ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/064 MGA SDO 1062 Track No01.m4a,ਗੁਰਬਾਣੀ ਸੁਣਿ ਮੈਲੁ ਗਵਾਏ ॥
1720113070,random,Bhai Mohinder Singh Ji SDO,00:27:44,5479,60086,"ਜਿਨਾ ਅੰਦਰਿ ਨਾਮੁ ਨਿਧਾਨੁ ਹੈ ਗੁਰਬਾਣੀ ਵੀਚਾਰਿ ॥ jinaa a(n)dhar naam nidhaan hai gurbaanee veechaar || Those who have the Naam within, contemplate the Word of the Guru's Bani. ਤਿਨ ਕੇ ਮੁਖ ਸਦ ਉਜਲੇ ਤਿਤੁ ਸਚੈ ਦਰਬਾਰਿ ॥ tin ke mukh sadh ujale tit sachai dharabaar || Their faces are always radiant in the Court of the True Lord. ਤਿਨ ਬਹਦਿਆ ਉਠਦਿਆ ਕਦੇ. ਨ ਵਿਸਰੈ ਜਿ ਆਪਿ ਬਖਸੇ ਕਰਤਾਰਿ ॥ tin bahadhiaa uThadhiaa kadhe. na visarai j aap bakhase karataar || Sitting down and standing up, they never forget the Creator, who forgives them. ਨਾਨਕ. ਗੁਰਮੁਖਿ ਮਿਲੇ. ਨ ਵਿਛੁੜਹਿ ਜਿ ਮੇਲੇ ਸਿਰਜਣਹਾਰਿ ॥੧੫॥",https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_karKeertan/020 Bhai Mohinder Singh SDO ( SATGUR MEH SHABAD SHABAD MEH SATGUR ).wmv (karKeertan).mp3,ਤਿਨ ਬਹਦਿਆ ਉਠਦਿਆ ਕਦੇ ਨ ਵਿਸਰੈ ਜਿ ਆਪਿ ਬਖਸੇ ਕਰਤਾਰਿ ॥
1720612919,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:00,2538,28781,gurbaanee sun mail gavaae ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/065 MGA SDO 1062 Track No02 Gurmukh Sakhi Saheli Meri.m4a,ਗੁਰਬਾਣੀ ਸੁਣਿ ਮੈਲੁ ਗਵਾਏ ॥
1720612972,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:00,2309,26478,sravanee suneeaai. rasanaa gaieeaai hiradhai dhiaaieeaai soiee ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/066 MGA SDO 1062 Track No03.m4a,ਸ੍ਰਵਣੀ ਸੁਣੀਐ ਰਸਨਾ ਗਾਈਐ ਹਿਰਦੈ ਧਿਆਈਐ ਸੋਈ ॥
1720613050,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:10:07,2478,28130,Fire simran. ਹਰਿ ਹਰਿ ਹਰਿ. ਹਰਿ ਭਗਤਿ ਦ੍ਰਿੜਾਵਹੁ ਹਰਿ ਹਰਿ ਨਾਮੁ ਓੁਮਾਹਾ ਰਾਮ ॥੧॥,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/066 MGA SDO 1062 Track No03.m4a,ਹਰਿ ਹਰਿ ਸੰਤ ਮਿਲਹੁ ਮੇਰੇ ਭਾਈ ਹਰਿ ਨਾਮੁ ਦ੍ਰਿੜਾਵਹੁ ਇਕ ਕਿਨਕਾ ॥
1720613115,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:00:00,2596,29381,satigur poorai. keenee dhaat ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/067 MGA SDO 1062 Track No04.m4a,ਸਤਿਗੁਰਿ ਪੂਰੈ ਕੀਨੀ ਦਾਤਿ ॥
1720613151,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:05:00,5428,59386,ਵਾਹਿਗੁਰੂ ਵਾਹਿਗੁਰੂ japiyo praniyo,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/067 MGA SDO 1062 Track No04.m4a,ਵਾਹਿਗੁਰੂ ਵਾਹਿਗੁਰੂ ਵਾਹਿਗੁਰੂ ਵਾਹਿ ਜੀਉ ॥
1720613206,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:05:37,,,naam rahio. saadhoo rahio rahio gur gobi(n)dh ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/067 MGA SDO 1062 Track No04.m4a,
1721742048,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:07:59,1122,13731,fir chaRai dhivasu. gurbaanee gaavai bahadhiaa uThadhiaa har naam dhiaavai ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/067 MGA SDO 1062 Track No04.m4a,ਹਉਮੈ ਮੈਲੁ ਬਿਖੁ ਉਤਰੈ ਹਰਿ ਅੰਮ੍ਰਿਤੁ ਹਰਿ ਉਰ ਧਾਰਿ ॥
1721742135,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:10:10,,,Dhan Guru Nanak Patsha ji. 10 Gurus,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/067 MGA SDO 1062 Track No04.m4a,
1721742241,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:14:12,2596,29381,satigur poorai. keenee dhaat ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/067 MGA SDO 1062 Track No04.m4a,ਸਤਿਗੁਰਿ ਪੂਰੈ ਕੀਨੀ ਦਾਤਿ ॥
1721742337,SDO_MGA_1,Bhai Mohinder Singh Ji SDO,00:19:00,3236,36618,raam raam raam keeratan gai ||,https://s3.us-east-1.amazonaws.com/keerat.xyz/keertan/sdo/yt_mga/067 MGA SDO 1062 Track No04.m4a,ਰਾਮ ਰਾਮ ਰਾਮ ਕੀਰਤਨੁ ਗਾਇ ॥
